name,municipality,code,coordinates
PlayÃ³n Chico Airport,PlayÃ³n Chico,PYC,"-78.235874176, 9.305184161299998"
San Miguel Airport,Isla del Rey,NMG,"-78.9339, 8.4566"
Yaviza Airport,Yaviza,PYV,"-77.687, 8.1528"
Puerto Armuelles Airport,Puerto Armuelles,AML,"-82.864898681641, 8.2680597305298"
Bahia PiÃ±a Airport,Bahia PiÃ±a,BFQ,"-78.19999694824219, 7.583000183105469"
EL Real Airport,El Real de Santa MarÃ­a,ELE,"-77.7252, 8.1072"
Contadora Airport,Contadora Island,OTD,"-79.034698486328, 8.6287603378296"
Sambu Airport,Boca de SÃ¡balo,SAX,"-78.19999694824219, 8.017000198364258"
Atka Airport,Atka,AKB,"-174.2059937, 52.22029877"
Port Moller Airport,Cold Bay,PML,"-160.561004639, 56.0060005188"
Port Alexander Seaplane Base,Port Alexander,PTD,"-134.647994995, 56.246799469"
"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,PAQ,"-149.08901, 61.594898"
Casco Cove Coast Guard Station,Attu,ATU,"173.179992676, 52.8283996582"
Barter Island LRRS Airport,Barter Island Lrrs,BTI,"-143.582000732, 70.1340026855"
Bethel Airport,Bethel,BET,"-161.8379974, 60.77980042"
Beluga Airport,Beluga,BVU,"-151.044006348, 61.1721992493"
Allen Army Airfield,Delta Junction Ft Greely,BIG,"-145.722000122, 63.9944992065"
Buckland Airport,Buckland,BKC,"-161.149002, 65.981598"
Big Mountain Airport,Big Mountain,BMX,"-155.259002686, 59.3611984253"
Wiley Post Will Rogers Memorial Airport,UtqiaÄ¡vik,BRW,"-156.766008, 71.285402"
Bettles Airport,Bettles,BTT,"-151.529007, 66.91390228"
Cold Bay Airport,Cold Bay,CDB,"-162.72500610351562, 55.20610046386719"
Central Airport,Central,CEM,"-144.7830048, 65.57379913"
Chalkyitsik Airport,Chalkyitsik,CIK,"-143.740005493, 66.6449966431"
Chefornak Airport,Chefornak,CYF,"-164.279167, 60.136667"
Scammon Bay Airport,Scammon Bay,SCM,"-165.570999146, 61.845298767100005"
Circle City /New/ Airport,Circle,IRC,"-144.076008, 65.830498"
Merle K (Mudhole) Smith Airport,Cordova,CDV,"-145.4779968, 60.4917984"
Coldfoot Airport,Coldfoot,CXF,"-150.203994751, 67.25219726559999"
Yakataga Airport,Yakataga,CYT,"-142.494541, 60.080974"
Cape Romanzof LRRS Airport,Cape Romanzof,CZF,"-166.0390015, 61.78030014"
Deering Airport,Deering,DRG,"-162.766006, 66.069603"
Red Dog Airport,Red Dog,RDB,"-162.899002075, 68.03209686279999"
Adak Airport,Adak Island,ADK,"-176.64599609375, 51.87799835205078"
Dillingham Airport,Dillingham,DLG,"-158.5050049, 59.04470062"
Marshall Don Hunter Sr Airport,Marshall,MLL,"-162.026000977, 61.8642997742"
Kodiak Airport,Kodiak,ADQ,"-152.4940033, 57.75"
Unalaska Airport,Unalaska,DUT,"-166.544006348, 53.900100708"
Kongiganak Airport,Kongiganak,KKH,"-162.880996704, 59.960800170899994"
Elmendorf Air Force Base,Anchorage,EDF,"-149.8070068359375, 61.250999450683594"
Eek Airport,Eek,EEK,"-162.0438843, 60.21367264"
Eagle Airport,Eagle,EAA,"-141.151001, 64.77639771"
Cape Newenham LRRS Airport,Cape Newenham,EHM,"-162.06300354, 58.646400451699996"
Eielson Air Force Base,Fairbanks,EIL,"-147.102005, 64.66570282"
Elfin Cove Seaplane Base,Elfin Cove,ELV,"-136.347000122, 58.195201873799995"
Emmonak Airport,Emmonak,EMK,"-164.4909973, 62.78609848"
Kenai Municipal Airport,Kenai,ENA,"-151.2449951171875, 60.57310104370117"
Newtok Airport,Newtok,WWT,"-164.64100646973, 60.939098358154"
Fairbanks International Airport,Fairbanks,FAI,"-147.8560028, 64.81510162"
Ladd AAF Airfield,Fairbanks/Ft Wainwright,FBK,"-147.6139984, 64.83750153"
Ambler Airport,Ambler,ABL,"-157.856989, 67.1063"
Bryant Army Heliport,Fort Richardson(Anchorage),FRN,"-149.6529999, 61.26639938"
Nikolai Airport,Nikolai,NIB,"-154.358002, 63.0186"
Five Mile Airport,Five Mile,FMC,"-149.839996338, 65.9270019531"
Farewell Airport,Farewell,FWL,"-153.892279, 62.509327"
Edward G. Pitka Sr Airport,Galena,GAL,"-156.9369965, 64.73619843"
Galbraith Lake Airport,Galbraith Lake,GBH,"-149.490005493, 68.4796981812"
Kwigillingok Airport,Kwigillingok,KWK,"-163.169005, 59.876499"
Shungnak Airport,Shungnak,SHG,"-157.16200256348, 66.88809967041"
Gulkana Airport,Gulkana,GKN,"-145.4570007, 62.1548996"
Golovin Airport,Golovin,GLV,"-163.007003784, 64.5504989624"
Gambell Airport,Gambell,GAM,"-171.73300170898438, 63.76679992675781"
Angoon Seaplane Base,Angoon,AGN,"-134.585007, 57.503601"
Big Lake Airport,Big Lake,BGQ,"-149.813995361, 61.536098480199996"
Gustavus Airport,Gustavus,GST,"-135.7070007, 58.4253006"
Nightmute Airport,Nightmute,NME,"-164.70100402832, 60.471000671387"
Skagway Airport,Skagway,SGY,"-135.3159942626953, 59.46009826660156"
Holy Cross Airport,Holy Cross,HCR,"-159.77499389648438, 62.18830108642578"
Huslia Airport,Huslia,HSL,"-156.3509979, 65.69789886"
Haines Airport,Haines,HNS,"-135.5240020751953, 59.24380111694336"
Homer Airport,Homer,HOM,"-151.4770050048828, 59.645599365234375"
Hooper Bay Airport,Hooper Bay,HPB,"-166.1470032, 61.52389908"
Hughes Airport,Hughes,HUS,"-154.2630005, 66.04109955"
Shageluk Airport,Shageluk,SHX,"-159.569000244, 62.6922988892"
Hydaburg Seaplane Base,Hydaburg,HYG,"-132.8280029296875, 55.206298828125"
Igiugig Airport,Igiugig,IGG,"-155.90199279785156, 59.32400131225586"
Egegik Airport,Egegik,EGX,"-157.375, 58.1855010986"
Bob Baker Memorial Airport,Kiana,IAN,"-160.43699646, 66.9759979248"
Iliamna Airport,Iliamna,ILI,"-154.9109955, 59.75439835"
Indian Mountain LRRS Airport,Utopia Creek,UTO,"-153.7039948, 65.99279785"
McKinley National Park Airport,McKinley Park,MCL,"-148.910995483, 63.7326011658"
Wales Airport,Wales,WAA,"-168.095, 65.622593"
Juneau International Airport,Juneau,JNU,"-134.5760040283203, 58.35499954223633"
Koliganek Airport,Koliganek,KGK,"-157.259002686, 59.726600647"
Kodiak Municipal Airport,Kodiak,KDK,"-152.37399292, 57.8059005737"
False Pass Airport,False Pass,KFP,"-163.41000366210938, 54.8474006652832"
Akhiok Airport,Akhiok,AKK,"-154.182998657, 56.9387016296"
Kipnuk Airport,Kipnuk,KPN,"-164.031005859, 59.932998657199995"
Koyuk Alfred Adams Airport,Koyuk,KKA,"-161.154006958, 64.9394989014"
Kulik Lake Airport,Kulik Lake,LKK,"-155.121002197, 58.9821014404"
King Salmon Airport,King Salmon,AKN,"-156.6490021, 58.67679977"
Nikolski Air Station,Nikolski,IKO,"-168.8489990234375, 52.94160079956055"
Anaktuvuk Pass Airport,Anaktuvuk Pass,AKP,"-151.7429962, 68.13359833"
Ketchikan International Airport,Ketchikan,KTN,"-131.7140045, 55.35559845"
Ugnu-Kuparuk Airport,Kuparuk,UUK,"-149.598007202, 70.33080291750001"
Kaltag Airport,Kaltag,KAL,"-158.7409973, 64.31909943"
Klawock Airport,Klawock,KLW,"-133.076004028, 55.579200744599994"
Karluk Airport,Karluk,KYK,"-154.449996948, 57.5671005249"
Larsen Bay Airport,Larsen Bay,KLN,"-153.977996826, 57.5350990295"
Kalskag Airport,Kalskag,KLG,"-160.34100341796875, 61.53630065917969"
Alpine Airstrip,Nuiqsut,DQH,"-150.945007, 70.344299"
Chandalar Lake Airport,Chandalar Lake,WCR,"-148.483001709, 67.5045013428"
Cape Lisburne LRRS Airport,Cape Lisburne,LUR,"-166.1100006, 68.87509918"
Manokotak Airport,Manokotak,KMO,"-159.050003052, 58.990200042699996"
McGrath Airport,McGrath,MCG,"-155.6060028, 62.95289993"
Middleton Island Airport,Middleton Island,MDO,"-146.307006836, 59.4499015808"
Minchumina Airport,Minchumina,LMA,"-152.302002, 63.886002"
St Michael Airport,St Michael,SMK,"-162.1100006, 63.49010086"
Manley Hot Springs Airport,Manley Hot Springs,MLY,"-150.643997192, 64.99759674069999"
Metlakatla Seaplane Base,Metlakatla,MTM,"-131.578003, 55.131001"
Mountain Village Airport,Mountain Village,MOU,"-163.6820068359375, 62.095401763916016"
Merrill Field,Anchorage,MRI,"-149.843994140625, 61.2135009765625"
Mc Carthy Airport,Mccarthy,MXY,"-142.904006958, 61.4370994568"
Mekoryuk Airport,Mekoryuk,MYU,"-166.27099609375, 60.37139892578125"
Napakiak Airport,Napakiak,WNA,"-161.97900390625, 60.69029998779297"
Ted Stevens Anchorage International Airport,Anchorage,ANC,"-149.99600219726562, 61.174400329589844"
Aniak Airport,Aniak,ANI,"-159.54299926757812, 61.581600189208984"
Nenana Municipal Airport,Nenana,ENN,"-149.07400512695312, 64.54730224609375"
Nondalton Airport,Nondalton,NNL,"-154.8390045166, 59.980201721191"
Funter Bay Seaplane Base,Funter Bay,FNR,"-134.897994995, 58.2543983459"
Annette Island Airport,Annette,ANN,"-131.57200622558594, 55.04240036010742"
Nulato Airport,Nulato,NUL,"-158.074005, 64.729301"
Anvik Airport,Anvik,ANV,"-160.190994, 62.646702"
New Stuyahok Airport,New Stuyahok,KNW,"-157.32800293, 59.4499015808"
Kobuk Airport,Kobuk,OBU,"-156.897003174, 66.9123001099"
Portage Creek Airport,Portage Creek,PCA,"-157.714, 58.9065"
Hoonah Airport,Hoonah,HNH,"-135.410111, 58.0961"
Nome Airport,Nome,OME,"-165.44500732421875, 64.51219940185547"
Toksook Bay Airport,Toksook Bay,OOK,"-165.0870056, 60.54140091"
Northway Airport,Northway,ORT,"-141.9290009, 62.9612999"
Ralph Wien Memorial Airport,Kotzebue,OTZ,"-162.598999, 66.88469696"
Nelson Lagoon Airport,Nelson Lagoon,NLG,"-161.16000366211, 56.007499694824"
St George Airport,St George,STG,"-169.662002563, 56.578300476100004"
Port Clarence Coast Guard Station,Port Clarence,KPC,"-166.85899353, 65.2537002563"
Perryville Airport,Perryville,KPV,"-159.162993, 55.905998"
Petersburg James A Johnson Airport,Petersburg,PSG,"-132.9450073, 56.80170059"
Port Heiden Airport,Port Heiden,PTH,"-158.63299560546875, 56.95909881591797"
Napaskiak Airport,Napaskiak,PKA,"-161.7779999, 60.70289993"
Platinum Airport,Platinum,PTU,"-161.82000732421875, 59.01139831542969"
Pilot Point Airport,Pilot Point,PIP,"-157.572006226, 57.5803985596"
Point Hope Airport,Point Hope,PHO,"-166.7989959716797, 68.34880065917969"
Prospect Creek Airport,Prospect Creek,PPC,"-150.64399719238, 66.814102172852"
Quinhagak Airport,Quinhagak,KWN,"-161.845, 59.7551"
Nuiqsut Airport,Nuiqsut,NUI,"-151.005996704, 70.2099990845"
Arctic Village Airport,Arctic Village,ARC,"-145.578995, 68.1147"
Russian Mission Airport,Russian Mission,RSH,"-161.319458008, 61.7788848877"
Ruby Airport,Ruby,RBY,"-155.4700012, 64.72720337"
Savoonga Airport,Savoonga,SVA,"-170.4929962158203, 63.6864013671875"
Deadhorse Airport,Deadhorse,SCC,"-148.4649963, 70.19470215"
Sand Point Airport,Sand Point,SDP,"-160.5229949951172, 55.314998626708984"
Shishmaref Airport,Shishmaref,SHH,"-166.089112, 66.249604"
Sitka Rocky Gutierrez Airport,Sitka,SIT,"-135.36199951171875, 57.04710006713867"
Selawik Airport,Selawik,WLK,"-159.9859924, 66.60009766"
Sleetmute Airport,Sleetmute,SLQ,"-157.166000366, 61.7005004883"
St Mary's Airport,St Mary's,KSM,"-163.302002, 62.0605011"
St Paul Island Airport,St Paul Island,SNP,"-170.22000122070312, 57.167301177978516"
Seldovia Airport,Seldovia,SOV,"-151.70399475098, 59.442401885986"
Sheep Mountain Airport,Sheep Mountain,SMU,"-147.507003784, 61.812000274700004"
Summit Airport,Summit,UMM,"-149.126998901, 63.3315010071"
Sparrevohn LRRS Airport,Sparrevohn,SVW,"-155.5740051, 61.09740067"
Skwentna Airport,Skwentna,SKW,"-151.190994263, 61.9653015137"
Soldotna Airport,Soldotna,SXQ,"-151.03399658203125, 60.47570037841797"
Eareckson Air Station,Shemya,SYA,"174.1139984, 52.71229935"
Ralph M Calhoun Memorial Airport,Tanana,TAL,"-152.10899353, 65.1744003296"
Tin City Long Range Radar Station Airport,Tin City,TNC,"-167.9219971, 65.56310272"
Teller Airport,Teller,TLA,"-166.339004517, 65.2404022217"
Togiak Airport,Togiak Village,TOG,"-160.39700317382812, 59.052799224853516"
Talkeetna Airport,Talkeetna,TKA,"-150.09399414062, 62.320499420166"
Tatalina LRRS Airport,Takotna,TLJ,"-155.977005005, 62.894401550299996"
Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,ATK,"-157.436013, 70.46704"
Alakanuk Airport,Alakanuk,AUK,"-164.659927368, 62.680042266799994"
Umiat Airport,Umiat,UMT,"-152.1360016, 69.37110138"
Unalakleet Airport,Unalakleet,UNK,"-160.798996, 63.88840103"
Willow Airport,Willow,WOW,"-150.052001953, 61.7541999817"
Chevak Airport,Chevak,VAK,"-165.6005, 61.5409"
King Cove Airport,King Cove,KVC,"-162.26600646972656, 55.11629867553711"
Valdez Pioneer Field,Valdez,VDZ,"-146.2480011, 61.13389969"
Venetie Airport,Venetie,VEE,"-146.365997314, 67.0086975098"
Kivalina Airport,Kivalina,KVL,"-164.56300354003906, 67.73619842529297"
Beaver Airport,Beaver,WBQ,"-147.406997681, 66.362197876"
Seward Airport,Seward,SWD,"-149.41900634765625, 60.12689971923828"
Wrangell Airport,Wrangell,WRG,"-132.3699951, 56.48429871"
Wainwright Airport,Wainwright,AIN,"-159.994995117, 70.6380004883"
White Mountain Airport,White Mountain,WMO,"-163.412994385, 64.689201355"
Noatak Airport,Noatak,WTK,"-162.97500610351562, 67.56610107421875"
Wasilla Airport,Wasilla,WWA,"-149.539993286, 61.5717010498"
Yakutat Airport,Yakutat,YAK,"-139.660003662, 59.5032997131"
Canton Island Airport,Abariringa,CIS,"-171.710006714, -2.7681200504300003"
Punta Colorada Airport,La Ribera,PCO,"-109.535826, 23.575011"
Boun Neau Airport,Phongsaly,PCQ,"101.9, 21.6475"
Pindiu Airport,Pindiu,PDI,"147.515833333, -6.445138888890001"
Presidente JosÃ© Sarney Airport,Presidente Dutra,PDR,"-44.481, -5.3098"
Machu Pichu Airport,Machu Pichu,MFT,"-72.5666732788086, -13.116666793823242"
Pelican Seaplane Base,Pelican,PEC,"-136.23599243164, 57.955200195312"
Akiak Airport,Akiak,AKI,"-161.231002808, 60.9029006958"
Allakaket Airport,Allakaket,AET,"-152.621994019, 66.5518035889"
Pacific City State Airport,Pacific City,PFC,"-123.961997986, 45.199798584"
Chenega Bay Airport,Chenega,NCN,"-147.992004395, 60.0773010254"
Clarks Point Airport,Clarks Point,CLP,"-158.529007, 58.83369827"
Elim Airport,Elim,ELI,"-162.2720032, 64.61470032"
Kasigluk Airport,Kasigluk,KUK,"-162.5240021, 60.87440109"
Kokhanok Airport,Kokhanok,KNK,"-154.804000854, 59.433200836199994"
Kotlik Airport,Kotlik,KOT,"-163.533004761, 63.0306015015"
Brevig Mission Airport,Brevig Mission,KTS,"-166.466003418, 65.3312988281"
Koyukuk Airport,Koyukuk,KYU,"-157.727005005, 64.8760986328"
Kwethluk Airport,Kwethluk,KWT,"-161.444000244, 60.790298461899994"
Robert (Bob) Curtis Memorial Airport,Noorvik,ORV,"-161.0189972, 66.81790161"
Shaktoolik Airport,Shaktoolik,SKK,"-161.223999, 64.37110138"
Tok Junction Airport,Tok,TKJ,"-142.9539948, 63.32949829"
South Naknek Nr 2 Airport,South Naknek,WSN,"-157.007995605, 58.7033996582"
Fort Yukon Airport,Fort Yukon,FYU,"-145.25, 66.57150268554688"
Cape Rodney Airport,Cape Rodney,CPN,"148.379030228, -10.179823004"
Emirau Airport,Emirau Island,EMI,"149.9757667, -1.653949991"
Erave Airport,Erave,ERE,"143.900213242, -6.60646315446"
Esa'ala Airport,Esa'ala,ESA,"150.954208374, -9.874327023180001"
Garaina Airport,Garaina,GAR,"147.141265869, -7.875625027460001"
Gonaili Airport,Gonaili,GOE,"151.5733333, -5.527716614"
Bapi Airstrip,Bapi,BPD,"147.020555556, -7.743611111110001"
Biangabip Airport,Biangabip,BPK,"141.744583333, -5.526388888890001"
Nowata Airport,,NWT,"149.729166667, -9.984166666669998"
Sengapi Airstrip,Sengapi,SGK,"144.323611111, -5.12583333333"
Kibuli Airstrip,Kibuli,KII,"142.698056, -9.006528"
Anguganak Airport,Anguganak,AKG,"142.217307, -3.560504"
Tadji Airport,Aitape,TAJ,"142.430963516, -3.19819180354"
Awaba Airport,Awaba,AWB,"142.748352051, -8.00611019135"
Bialla Airport,"Bialla, Matalilu, Ewase",BAA,"151.007995605, -5.3305602073700005"
Chungribu Airport,Chungribu,CVB,"144.714996338, -4.806620121"
Gasmata Island Airport,Gasmata Island,GMI,"150.330993652, -6.27111005783"
Green River Airport,Green River,GVI,"141.170516968, -3.9022428989400004"
Hayfields Airport,Bainyik,HYF,"143.057902, -3.69838"
Ihu Airport,Ihu,IHU,"145.395996094, -7.8975601196300005"
Nissan Island Airport,Nissan Island,IIS,"154.225997925, -4.49972009659"
Jacquinot Bay Airport,Jacquinot Bay,JAQ,"151.507003784, -5.65250015259"
Kandrian Airport,Kandrian,KDR,"149.54783, -6.19217"
Kokoda Airport,Kokoda,KKD,"147.730957031, -8.88467884064"
Kamusi Airport,Kamusi,KUY,"143.121811, -7.420347"
Kawito Airport,Kawito,KWO,"142.823577881, -7.977006912229999"
Karoola Airport,Buka Island,KXR,"154.5928, -5.1431"
Lumi Airport,Lumi,LMI,"142.041292191, -3.47683951134"
Lake Murray Airport,Lake Murray,LMY,"141.494003296, -7.00992012024"
Obo Airport,Obo,OBX,"141.324262619, -7.590622421369999"
Balimo Airport,Balimo,OPU,"142.932998657, -8.05000019073"
Suki Airport,Suki,SKC,"141.7222, -8.0466"
Tufi Airport,Tufi,TFI,"149.319839478, -9.07595443726"
Telefomin Airport,Telefomin,TFM,"141.641921997, -5.126080464149999"
Tol Airport,Tol,TLO,"152.009994507, -4.98083019257"
Nuku Airport,Nuku,UKU,"142.484334, -3.676651"
Sule Airport,Sule,ULE,"151.2969970703125, -4.974720001220703"
Baimuru Airport,Baimuru,VMU,"144.819900513, -7.49686002731"
Wipim Airport,Wipim,WPM,"142.882003784, -8.788220405579999"
Yegepa Airport,,PGE,"146.156388889, -7.134444444440001"
Port Graham Airport,Port Graham,PGM,"-151.83200073242, 59.348300933838"
RoÃ§a Porto Alegre Airport,Porto Alegro,PGP,"6.515965, 0.038624"
Rota International Airport,Rota Island,ROP,"145.2429962158203, 14.174300193786621"
Saipan International Airport,Saipan Island,SPN,"145.729004, 15.119"
Andersen Air Force Base,"Yigo, Mariana Island",UAM,"144.929998, 13.584"
Antonio B. Won Pat International Airport,"HagÃ¥tÃ±a, Guam International Airport",GUM,"144.796005249, 13.4834003448"
Tinian International Airport,Tinian Island,TIQ,"145.61900329589844, 14.999199867248535"
Laguindingan Airport,Cagayan de Oro City,CGY,"124.456496, 8.612203"
El Nido Airport,El Nido,ENI,"119.416087, 11.202399"
Barking Sands Airport,Kekaha,BKH,"-159.785003662, 22.022800445599998"
Dillingham Airfield,Mokuleia,HDH,"-158.197006226, 21.5795001984"
Wheeler Army Airfield,Wahiawa,HHI,"-158.0399933, 21.48349953"
Hana Airport,Hana,HNM,"-156.01400756835938, 20.79560089111328"
Kapalua Airport,Lahaina,JHM,"-156.67300415039062, 20.962900161743164"
Kalaeloa Airport,Kapolei,JRF,"-158.070009, 21.3074"
Ellison Onizuka Kona International At Keahole Airport,Kailua/Kona,KOA,"-156.045603, 19.738783"
Kaanapali Airport,Lahaina,HKP,"-156.69, 20.945"
Lihue Airport,Lihue,LIH,"-159.33900451660156, 21.97599983215332"
Kalaupapa Airport,Kalaupapa,LUP,"-156.973999, 21.21100044"
Molokai Airport,Kaunakakai,MKK,"-157.0959930419922, 21.15290069580078"
Waimea Kohala Airport,Kamuela,MUE,"-155.66799926757812, 20.001300811767578"
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe,NGF,"-157.768005371, 21.4505004883"
Daniel K Inouye International Airport,Honolulu,HNL,"-157.924228, 21.32062"
Lanai Airport,Lanai City,LNY,"-156.9510040283203, 20.785600662231445"
Kahului Airport,Kahului,OGG,"-156.429993, 20.8986"
Port Allen Airport,Hanapepe,PAK,"-159.602996826, 21.896900177"
Bradshaw Army Airfield,Camp Pohakuloa,BSF,"-155.554000854, 19.760099411"
Hilo International Airport,Hilo,ITO,"-155.04800415039062, 19.721399307250977"
Upolu Airport,Hawi,UPP,"-155.86000061035156, 20.265300750732422"
Johnston Atoll Airport,Johnston Atoll,JON,"-169.533996582, 16.7285995483"
Bhurban Heliport,Bhurban,BHC,"73.4520034790039, 33.96099853515625"
Campbellpore Airport,Campbellpore,CWP,"72.36689758300781, 33.766700744628906"
Gujrat Airport,Gujrat,GRT,"74.07710266113281, 32.60309982299805"
Mansehra Airport,Mansehra,HRA,"73.20020294189453, 34.33332061767578"
Kadanwari Airport,Kadanwari,KCF,"69.31670379639999, 27.1667003632"
Reko Diq Airport,Chagai,REQ,"62.196819, 29.04692"
Sawan Airport,Sawan,RZS,"68.878098, 26.9662"
Shikarpur Airport,Shikarpur,SWV,"70.433333, 29.166667"
Eniwetok Airport,Eniwetok Atoll,ENT,"162.3280029296875, 11.340700149536133"
Marshall Islands International Airport,Majuro Atoll,MAJ,"171.27200317382812, 7.064760208129883"
Kaieteur International Airport,Kaieteur Falls,KAI,"-59.491481781, 5.17275476456"
Bucholz Army Air Field,Kwajalein,KWA,"167.73199462890625, 8.720120429992676"
Cassidy International Airport,Banana,CXI,"-157.35000610351562, 1.9861600399017334"
Paiela Airport,Paiela,PLE,"142.976111111, -5.3725"
Tabuaeran Island Airport,Tabuaeran Island,TNV,"-159.38900756835938, 3.899440050125122"
Washington Island Airstrip,Teraina,TNQ,"-160.394376, 4.698359"
Henderson Field,Sand Island,MDY,"-177.38099670410156, 28.20170021057129"
Phanom Sarakham Airport,Phanom Sarakham,PMM,"101.395, 13.7553"
Pimaga Airport,Pimaga,PMP,"143.510277778, -6.49916666667"
Point Lay LRRS Airport,Point Lay,PIZ,"-163.0050049, 69.73290253"
Param Airport,Nepesi,PPX,"149.477, -9.99"
Passikudah Helipad,Batticaloa,PQD,"81.567735672, 7.92310659595"
